Fecha,Tipo de Indicador,Indicador,Entidad,Valor
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Falabella Perú,5.63042449723608
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Santander Perú,1.5035077589394803
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. Ripley,5.183837631374883
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Alfin Banco,4.710700725318311
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. ICBC,0.0
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,Bank of China,0.0
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados con más de 90 días de atraso / Créditos Directos,B. BCI Perú,1.8559028094724632
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. BBVA Perú,2.44
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,BANCOM,3.42
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. De Crédito del Perú,2.07
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Pichincha,3.46
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Interamericano de Finanzas,1.23
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Scotiabank Perú,3.38
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Citibank,0.0
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Interbank,1.01
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Mibanco,0.79
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. GNB,2.19
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Falabella Perú,2.05
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Santander Perú,0.87
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. Ripley,2.0
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Alfin Banco,5.37
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. ICBC,0.0
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,Bank of China,0.0
2024-04-30,CALIDAD DE ACTIVOS,Créditos Refinanciados y Reestructurados / Créditos Directos,B. BCI Perú,0.09
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. BBVA Perú,5.37
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,BANCOM,3.39
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. De Crédito del Perú,5.01
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. Pichincha,7.86
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. Interamericano de Finanzas,4.12
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,Scotiabank Perú,4.37
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,Citibank,0.0
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,Interbank,4.33
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,Mibanco,6.68
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. GNB,3.12
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. Falabella Perú,6.17
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. Santander Perú,1.81
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. Ripley,5.74
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,Alfin Banco,5.73
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. ICBC,0.0
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,Bank of China,0.0
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados MN / Créditos Directos MN,B. BCI Perú,0.0
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. BBVA Perú,3.08
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,BANCOM,11.58
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. De Crédito del Perú,2.35
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. Pichincha,5.55
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. Interamericano de Finanzas,4.44
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,Scotiabank Perú,6.0
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,Citibank,0.0
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,Interbank,1.85
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,Mibanco,24.11
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. GNB,3.99
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. Falabella Perú,67.26
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. Santander Perú,5.08
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. Ripley,0.0
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,Alfin Banco,0.0
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. ICBC,2.25
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,Bank of China,0.0
2024-04-30,CALIDAD DE ACTIVOS,Créditos Atrasados ME / Créditos Directos ME,B. BCI Perú,4.74
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. BBVA Perú,131.42000000000002
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,BANCOM,173.19
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. De Crédito del Perú,144.53
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Pichincha,126.24000000000001
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Interamericano de Finanzas,136.87
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Scotiabank Perú,157.53
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Citibank,0.0
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Interbank,136.66
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Mibanco,124.26
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. GNB,185.51
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Falabella Perú,163.41
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Santander Perú,101.69
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. Ripley,172.41
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Alfin Banco,174.01
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. ICBC,72.60000000000001
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,Bank of China,0.0
2024-04-30,CALIDAD DE ACTIVOS,Provisiones / Créditos Atrasados,B. BCI Perú,91.85000000000001
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. BBVA Perú,2.76964642133145
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,BANCOM,3.9360694183944287
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. De Crédito del Perú,3.204608146623549
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Pichincha,3.305451742376317
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Interamericano de Finanzas,1.729589008289236
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Scotiabank Perú,2.453332877848673
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Citibank,2.9413856098811255
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Interbank,2.535135496217591
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Mibanco,7.457113449919353
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. GNB,2.04966993131986
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Falabella Perú,12.256575358832015
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Santander Perú,1.9093289345829965
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. Ripley,13.751786202661298
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Alfin Banco,12.08398812080066
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. ICBC,1.2017637859573729
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,Bank of China,1.4073627800565347
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Administración Anualizados / Activo Productivo Promedio,B. BCI Perú,3.5554070385756025
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. BBVA Perú,38.06144007333934
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,BANCOM,54.943511413521904
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. De Crédito del Perú,36.54458021196177
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Pichincha,47.04270529394991
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Interamericano de Finanzas,49.045067982760244
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Scotiabank Perú,41.42307683672235
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Citibank,29.28727198411689
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Interbank,40.09703081873815
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Mibanco,50.76190672095562
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. GNB,74.50941709382343
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Falabella Perú,42.09528473471623
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Santander Perú,28.109384963490402
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. Ripley,50.23792889826741
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Alfin Banco,46.660632678473874
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. ICBC,37.729641102295005
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,Bank of China,41.24058272442947
2024-04-30,EFICIENCIA Y GESTIÓN,Gastos de Operación / Margen Financiero Total,B. BCI Perú,67.67033622941494
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. BBVA Perú,82.87256205099123
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,BANCOM,93.76814934996163
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. De Crédito del Perú,81.0080881618304
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Pichincha,72.5511251119485
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Interamericano de Finanzas,88.08648532452
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Scotiabank Perú,85.29212356434886
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Citibank,76.01895789379482
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Interbank,85.08077077616629
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Mibanco,96.10411813106961
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. GNB,95.99968473298338
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Falabella Perú,77.96064766830871
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Santander Perú,78.99993011917016
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. Ripley,76.33099819843203
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Alfin Banco,83.87285499350436
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. ICBC,86.75313477292752
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,Bank of China,85.95669862740023
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros / Ingresos Totales,B. BCI Perú,82.68145020976073
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. BBVA Perú,9.526948174718385
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,BANCOM,12.348469876441277
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. De Crédito del Perú,9.45551129900924
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. Pichincha,11.679892409435048
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. Interamericano de Finanzas,8.349816156694091
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Scotiabank Perú,8.571807813037896
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Citibank,10.293963065185295
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Interbank,10.176433169998216
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Mibanco,20.914192310553805
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. GNB,8.258146880399753
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. Falabella Perú,29.16919176741184
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. Santander Perú,9.54908498473882
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. Ripley,26.919544685376984
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Alfin Banco,29.932828137368073
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. ICBC,6.291777836516436
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,Bank of China,4.836592526178526
2024-04-30,EFICIENCIA Y GESTIÓN,Ingresos Financieros Anualizados / Activo Productivo Promedio,B. BCI Perú,8.165785609665784
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. BBVA Perú,10387.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,BANCOM,2535.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. De Crédito del Perú,4901.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. Pichincha,6440.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. Interamericano de Finanzas,9932.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,Scotiabank Perú,9454.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,Citibank,8410.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,Interbank,7436.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,Mibanco,1336.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. GNB,6884.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. Falabella Perú,2252.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. Santander Perú,26713.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. Ripley,1115.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,Alfin Banco,821.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. ICBC,14284.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,Bank of China,4687.0
2024-04-30,EFICIENCIA Y GESTIÓN,Créditos Directos / Personal,B. BCI Perú,13105.0
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. BBVA Perú,248834.8231438127
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,BANCOM,76782.15575
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. De Crédito del Perú,401310.4236986755
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. Pichincha,172798.80808888888
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. Interamericano de Finanzas,245833.72353225804
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,Scotiabank Perú,255843.31574534162
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,Citibank,6233629.955
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,Interbank,320181.4290675676
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,Mibanco,36016.55314590748
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. GNB,407401.56018181815
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. Falabella Perú,56470.25752941176
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. Santander Perú,6614142.156
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. Ripley,38824.34244117647
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,Alfin Banco,24757.12338095238
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. ICBC,1759662.83
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,Bank of China,2372872.826
2024-04-30,EFICIENCIA Y GESTIÓN,Depósitos / Número de Oficinas,B. BCI Perú,534760.518
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. BBVA Perú,14.270129623952963
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,BANCOM,0.3304262904978659
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. De Crédito del Perú,20.22895752330244
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Pichincha,-2.4841603047022645
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Interamericano de Finanzas,10.211268014796405
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Scotiabank Perú,5.4876715740018405
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Citibank,33.08163901444019
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Interbank,8.984829480883803
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Mibanco,10.738732928367424
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. GNB,3.5838941363804873
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Falabella Perú,-2.673840188124137
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Santander Perú,19.85137514407586
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. Ripley,-21.86203254688007
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Alfin Banco,0.3474177480966825
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. ICBC,10.222054212927713
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,Bank of China,10.45126356714644
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Patrimonio Promedio,B. BCI Perú,1.9779239811576854
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. BBVA Perú,1.6566831938110143
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,BANCOM,0.05753576392846286
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. De Crédito del Perú,2.577271758760982
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Pichincha,-0.2540442494542178
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Interamericano de Finanzas,0.8164219948524648
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Scotiabank Perú,0.8884393277123919
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Citibank,4.601851274540921
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Interbank,0.976952968331817
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Mibanco,1.7693205077503062
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. GNB,0.509272473405277
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Falabella Perú,-0.5201451566095846
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Santander Perú,2.2714198551982694
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. Ripley,-4.2184997782327756
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Alfin Banco,0.03276296636096069
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. ICBC,1.8647149409895578
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,Bank of China,1.5315231213088036
2024-04-30,RENTABILIDAD,Utilidad Neta Anualizada / Activo Promedio,B. BCI Perú,0.791715140216357
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,B. BBVA Perú,30.89
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,BANCOM,21.27
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,B. De Crédito del Perú,33.42
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,B. Pichincha,25.45
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,B. Interamericano de Finanzas,34.87
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,Scotiabank Perú,27.55
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,Citibank,100.14
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,Interbank,30.22
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,Mibanco,31.78
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,B. GNB,40.02
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,B. Falabella Perú,22.98
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,B. Santander Perú,65.13
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,B. Ripley,31.43
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,Alfin Banco,55.27
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,B. ICBC,167.14000000000001
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,Bank of China,300.90000000000003
2024-04-30,LIQUIDEZ,Ratio de Liquidez MN,B. BCI Perú,77.21000000000001
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,B. BBVA Perú,48.18
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,BANCOM,69.53
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,B. De Crédito del Perú,48.75
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,B. Pichincha,46.09
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,B. Interamericano de Finanzas,47.160000000000004
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,Scotiabank Perú,43.550000000000004
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,Citibank,65.37
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,Interbank,51.01
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,Mibanco,53.22
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,B. GNB,72.88
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,B. Falabella Perú,67.34
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,B. Santander Perú,46.83
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,B. Ripley,758.01
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,Alfin Banco,62.21
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,B. ICBC,61.910000000000004
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,Bank of China,96.39
2024-04-30,LIQUIDEZ,Ratio de Liquidez ME,B. BCI Perú,76.47
2024-04-30,LIQUIDEZ,Caja y Bancos MN / Obligaciones a la Vista MN,B. BBVA Perú,0.36
